,price
2609,10023
2610,4249
2611,2616
2612,2308
2613,9513
2614,637
2615,1723
2616,625
2617,842
2618,5197
2619,8030
2620,12055
2621,3987
2622,1070
2623,628
2624,13539
2625,600
2626,3959
2627,1764
2628,8431
2629,14304
2630,814
2631,6613
2632,6968
2633,2757
2634,870
2635,701
2636,571
2637,743
2638,1432
2639,8139
2640,1044
2641,1985
2642,1431
2643,2154
2644,3457
2645,854
2646,17904
2647,17751
2648,1052
2649,2253
2650,1989
2651,8245
2652,3924
2653,943
2654,436
2655,2189
2656,8669
2657,811
2658,4463
2659,863
2660,3062
2661,7179
2662,4858
2663,628
2664,700
2665,2671
2666,1944
2667,11040
2668,663
2669,4320
2670,3436
2671,987
2672,13214
2673,5257
2674,1689
2675,5599
2676,1612
2677,15804
2678,810
2679,409
2680,680
2681,732
2682,5588
2683,1838
2684,10916
2685,1939
2686,763
2687,1979
2688,1624
2689,2430
2690,5667
2691,2216
2692,1767
2693,17473
2694,5774
2695,5232
2696,402
2697,498
2698,4318
2699,784
2700,4032
2701,10847
2702,17753
2703,6324
2704,1377
2705,10256
2706,2757
2707,6494
2708,563
2709,814
2710,4808
2711,4963
2712,878
2713,765
2714,560
2715,1945
2716,10428
2717,1319
2718,1715
2719,4642
2720,775
2721,1241
2722,6888
2723,5969
2724,5373
2725,5249
2726,1935
2727,450
2728,2231
2729,11527
2730,2119
2731,1759
2732,7751
2733,7751
2734,2407
2735,419
2736,1746
2737,2021
2738,3208
2739,4213
2740,2762
2741,913
2742,776
2743,14321
2744,2907
2745,454
2746,7996
2747,1824
2748,1094
2749,1950
2750,1715
2751,1035
2752,2469
2753,605
2754,1202
2755,748
2756,2557
2757,1133
2758,3856
2759,5085
2760,5219
2761,5882
2762,625
2763,637
2764,625
2765,2167
2766,5127
2767,5634
2768,1026
2769,8288
2770,7755
2771,1119
2772,4848
2773,1825
2774,516
2775,1340
2776,3744
2777,740
2778,702
2779,1890
2780,1020
2781,4398
2782,631
2783,1619
2784,4986
2785,844
2786,13595
2787,1554
2788,1031
2789,475
2790,602
2791,2903
2792,16277
2793,1241
2794,3035
2795,15691
2796,1574
2797,614
2798,16900
2799,4082
2800,3012
2801,7990
2802,3040
2803,1572
2804,2783
2805,1235
2806,1851
2807,7235
2808,5192
2809,641
2810,6237
2811,802
2812,2048
2813,8347
2814,8794
2815,2238
2816,901
2817,452
2818,485
2819,683
2820,6115
2821,5806
2822,3950
2823,10685
2824,3880
2825,1175
2826,895
2827,3966
2828,5390
2829,841
2830,17469
2831,605
2832,1830
2833,1066
2834,4876
2835,581
2836,1851
2837,2594
2838,1035
2839,449
2840,1942
2841,720
2842,3129
2843,765
2844,1699
2845,611
2846,622
2847,1656
2848,4241
2849,6533
2850,1676
2851,8486
2852,1259
2853,10897
2854,7068
2855,2994
2856,8596
2857,828
2858,2313
2859,2191
2860,880
2861,1050
2862,1245
2863,1857
2864,7290
2865,658
2866,15014
2867,1678
2868,4561
2869,4372
2870,1176
2871,6548
2872,18532
2873,5122
2874,1833
2875,8599
2876,631
2877,8799
2878,633
2879,1133
2880,3828
2881,1088
2882,622
2883,2415
2884,4574
2885,1294
2886,18251
2887,1192
2888,521
2889,5256
2890,673
2891,2898
2892,1121
2893,2444
2894,695
2895,959
2896,14215
2897,4212
2898,898
2899,3053
2900,1244
2901,709
2902,1410
2903,14428
2904,2137
2905,2837
2906,1449
2907,3168
2908,6981
2909,5260
2910,675
2911,7162
2912,4714
2913,5622
2914,2310
2915,7366
2916,5138
2917,4875
2918,1179
2919,557
2920,8401
2921,2642
2922,4819
2923,2968
2924,15188
2925,1973
2926,2789
2927,1257
2928,1176
2929,3074
2930,2374
2931,1273
2932,1632
2933,772
2934,3663
2935,463
2936,463
2937,2263
2938,8365
2939,730
2940,3885
2941,2501
2942,862
2943,3518
2944,4397
2945,4644
2946,1440
2947,755
2948,3704
2949,2839
2950,987
2951,5497
2952,953
2953,535
2954,17591
2955,571
2956,7779
2957,1580
2958,10781
2959,6749
2960,4633
2961,807
2962,3874
2963,2551
2964,3936
2965,706
2966,5430
2967,7284
2968,2875
2969,15930
2970,1373
2971,3093
2972,2760
2973,675
2974,2452
2975,4208
2976,1848
2977,641
2978,741
2979,1709
2980,851
2981,1412
2982,1368
2983,2298
2984,7848
2985,5320
2986,1944
2987,3104
2988,505
2989,4370
2990,1574
2991,4528
2992,4220
2993,3450
2994,3073
2995,990
2996,428
2997,14502
2998,776
2999,3154
3000,4252
3001,7168
3002,6868
3003,2112
3004,5818
3005,911
3006,12394
3007,2414
3008,625
3009,7727
3010,4727
3011,2374
3012,7453
3013,598
3014,3633
3015,12286
3016,910
3017,554
3018,7821
3019,3669
3020,593
3021,1061
3022,17916
3023,454
3024,776
3025,5321
3026,7457
3027,7260
3028,4916
3029,2757
3030,4340
3031,830
3032,6140
3033,956
3034,954
3035,2105
3036,6727
3037,1167
3038,3377
3039,433
3040,4475
3041,552
3042,5704
3043,899
3044,1944
3045,1341
3046,730
3047,448
3048,807
3049,5091
3050,4554
3051,951
3052,1187
3053,4304
3054,2578
3055,1046
3056,12906
3057,3732
3058,1061
3059,775
3060,557
3061,3482
3062,9287
3063,615
3064,16179
3065,485
3066,1418
3067,6774
3068,921
3069,863
3070,874
3071,739
3072,4578
3073,5547
3074,1567
3075,7153
3076,3123
3077,3656
3078,652
3079,14383
3080,852
3081,708
3082,2236
3083,1890
3084,17209
3085,687
3086,8265
3087,1239
3088,4427
3089,1094
3090,765
3091,3033
3092,2010
3093,2335
3094,5553
3095,764
3096,2846
3097,490
3098,6479
3099,1153
3100,13095
3101,625
3102,5690
3103,4405
3104,5088
3105,450
3106,5020
3107,1387
3108,378
3109,1607
3110,2723
3111,605
3112,9034
3113,1768
3114,1821
3115,689
3116,924
3117,2442
3118,3310
3119,5292
3120,828
3121,8818
3122,1992
3123,663
3124,382
3125,1000
3126,536
3127,4313
3128,2489
3129,1397
3130,4138
3131,1916
3132,1094
3133,4053
3134,1979
3135,6084
3136,473
3137,2673
3138,1059
3139,15658
3140,3889
3141,535
3142,1406
3143,5257
3144,4692
3145,11484
3146,2650
3147,2808
3148,3303
3149,1200
3150,15164
3151,3978
3152,18398
3153,1722
3154,1259
3155,13242
3156,3465
3157,1019
3158,15619
3159,427
3160,6149
3161,4027
3162,1286
3163,2278
3164,12968
3165,10761
3166,2683
3167,5410
3168,2112
3169,1191
3170,859
3171,1305
3172,1869
3173,1079
3174,5147
3175,911
3176,1812
3177,4853
3178,7092
3179,5000
3180,689
3181,835
3182,10907
3183,2530
3184,3176
3185,1712
3186,3210
3187,2679
3188,14507
3189,7186
3190,2596
3191,2553
3192,1061
3193,1297
3194,2852
3195,3392
3196,9302
3197,1069
3198,844
3199,4853
3200,9576
3201,9775
3202,8900
3203,898
3204,9681
3205,9051
3206,4939
3207,2116
3208,1971
3209,1720
3210,1179
3211,2138
3212,593
3213,11948
3214,2335
3215,1882
3216,3375
3217,2095
3218,737
3219,1777
3220,623
3221,743
3222,4188
3223,1107
3224,1438
3225,1064
3226,2266
3227,5131
3228,844
3229,1176
3230,2345
3231,544
3232,1721
3233,720
3234,5571
3235,8295
3236,5729
3237,2863
3238,1389
3239,15025
3240,6730
3241,2457
3242,394
3243,2394
3244,4375
3245,524
3246,16988
3247,4712
3248,669
3249,450
3250,3965
3251,3446
3252,4274
3253,827
3254,1680
3255,4121
3256,2365
3257,4643
3258,485
3259,5145
3260,6936
3261,1295
3262,810
3263,1389
3264,1636
3265,12342
3266,3446
3267,3145
3268,561
3269,612
3270,4101
3271,4435
3272,1684
3273,1760
3274,7368
3275,3411
3276,4476
3277,6604
3278,4630
3279,3370
3280,978
3281,5989
3282,729
3283,784
3284,773
3285,10887
3286,819
3287,11469
3288,544
3289,603
3290,665
3291,825
3292,11487
3293,650
3294,949
3295,2648
3296,1066
3297,7370
3298,1882
3299,10130
3300,3570
3301,1976
3302,2608
3303,987
3304,12155
3305,574
3306,4641
3307,3759
3308,3881
3309,818
3310,706
3311,665
3312,1089
3313,755
3314,616
3315,10654
3316,6932
3317,790
3318,774
3319,5758
3320,2621
3321,1441
3322,680
3323,1799
3324,5356
3325,530
3326,5940
3327,3919
3328,3724
3329,15837
3330,660
3331,9576
3332,4666
3333,709
3334,3903
3335,852
3336,1912
3337,3619
3338,5077
3339,526
3340,547
3341,4862
3342,2590
3343,854
3344,2933
3345,17095
3346,5217
3347,2525
3348,421
3349,700
3350,2650
3351,4279
3352,4273
3353,6499
3354,675
3355,3105
3356,1116
3357,522
3358,6870
3359,5231
3360,4260
3361,6632
3362,9609
3363,7485
3364,961
3365,3604
3366,2905
3367,1026
3368,2872
3369,17343
3370,4372
3371,2137
3372,4304
3373,17798
3374,8702
3375,1433
3376,1053
3377,505
3378,2083
3379,3464
3380,2533
3381,630
3382,3966
3383,11113
3384,1572
3385,7832
3386,4077
3387,873
3388,559
3389,4229
3390,802
3391,573
3392,3015
3393,5433
3394,2333
3395,9183
3396,1914
3397,709
3398,2445
3399,537
3400,1424
3401,753
3402,5292
3403,532
3404,3822
3405,809
3406,5555
3407,1061
3408,982
3409,761
3410,926
3411,2708
3412,4204
3413,1125
3414,429
3415,525
3416,1156
3417,525
3418,3998
3419,6947
3420,1265
3421,8400
3422,907
3423,6448
3424,648
3425,2258
3426,589
3427,953
3428,4201
3429,1754
3430,3103
3431,7430
3432,5545
3433,7227
3434,8413
3435,3220
3436,1629
3437,758
3438,3881
3439,3481
3440,4588
3441,1139
3442,698
3443,6098
3444,2718
3445,7207
3446,1769
3447,9504
3448,2618
3449,3497
3450,5624
3451,3567
3452,1646
3453,574
3454,7371
3455,732
3456,972
3457,1883
3458,12098
3459,752
3460,1786
3461,1444
3462,1266
3463,1112
3464,4659
3465,921
3466,403
3467,901
3468,1569
3469,797
3470,720
3471,980
3472,2368
3473,8286
3474,2584
3475,802
3476,723
3477,802
3478,1609
3479,906
3480,1021
3481,13007
3482,11703
3483,18435
3484,2177
3485,838
3486,814
3487,657
3488,3674
3489,11110
3490,1842
3491,678
3492,2358
3493,3160
3494,1884
3495,5662
3496,1819
3497,12319
3498,1575
3499,1239
3500,575
3501,7395
3502,2394
3503,895
3504,891
3505,491
3506,4559
3507,11021
3508,821
3509,456
3510,6320
3511,4743
3512,710
3513,1662
3514,8131
3515,11651
3516,2866
3517,5937
3518,6830
3519,2559
3520,757
3521,915
3522,5342
3523,7911
3524,5551
3525,1343
3526,1896
3527,741
3528,2320
3529,570
3530,1786
3531,4635
3532,552
3533,1134
3534,4611
3535,1885
3536,2239
3537,1088
3538,5123
3539,526
3540,6623
3541,1644
3542,5864
3543,911
3544,2313
3545,12967
3546,9118
3547,2317
3548,788
3549,5469
3550,714
3551,1443
3552,3071
3553,5294
3554,6032
3555,1174
3556,5277
3557,4382
3558,1153
3559,2617
3560,1569
3561,4276
3562,2401
3563,6044
3564,2744
3565,1274
3566,6159
3567,1292
3568,505
3569,3830
3570,1814
3571,544
3572,11040
3573,3352
3574,1749
3575,3876
3576,3478
3577,625
3578,4839
3579,472
3580,2797
3581,2096
3582,756
3583,6230
3584,1882
3585,5614
3586,2896
3587,4021
3588,17598
3589,4095
3590,2234
3591,583
3592,568
3593,2310
3594,3256
3595,628
3596,5986
3597,3634
3598,11322
3599,1814
3600,491
3601,1080
3602,710
3603,2048
3604,3940
3605,7633
3606,1264
3607,3668
3608,4592
3609,734
3610,4851
3611,956
3612,2838
3613,4269
3614,449
3615,844
3616,901
3617,2440
3618,1061
3619,1314
3620,4130
3621,5218
3622,2801
3623,6545
3624,743
3625,4416
3626,1438
3627,900
3628,4204
3629,1192
3630,5759
3631,511
3632,2235
3633,3304
3634,2479
3635,1063
3636,988
3637,2476
3638,5645
3639,648
3640,1076
3641,12530
3642,845
3643,775
3644,6104
3645,434
3646,576
3647,5384
3648,1158
3649,1664
3650,4788
3651,1656
3652,4038
3653,9385
3654,1138
3655,2657
3656,666
3657,4158
3658,2075
3659,642
3660,3936
3661,5679
3662,4869
3663,4119
3664,465
3665,3145
3666,553
3667,505
3668,878
3669,523
3670,16395
3671,897
3672,652
3673,4312
3674,1154
3675,969
3676,4668
3677,3596
3678,6111
3679,13485
3680,4561
3681,4798
3682,2706
3683,694
3684,1386
3685,544
3686,5461
3687,9706
3688,2490
3689,675
3690,3461
3691,6672
3692,1432
3693,6653
3694,1991
3695,10640
3696,5676
3697,4928
3698,1652
3699,4523
3700,3478
3701,4875
3702,459
3703,1581
3704,3030
3705,698
3706,4065
3707,6191
3708,802
3709,1085
3710,844
3711,608
3712,1238
3713,1749
3714,4088
3715,763
3716,15395
3717,805
3718,2997
3719,814
3720,2377
3721,2161
3722,12342
3723,5323
3724,1721
3725,899
3726,6239
3727,745
3728,833
3729,579
3730,750
3731,1087
3732,10407
3733,1063
3734,1376
3735,8402
3736,1235
3737,778
3738,9486
3739,3171
3740,432
3741,8134
3742,8251
3743,907
3744,7644
3745,2956
3746,4059
3747,6759
3748,2797
3749,7816
3750,847
3751,8485
3752,6720
3753,2083
3754,13060
3755,3796
3756,956
3757,863
3758,18034
3759,1415
3760,5149
3761,9407
3762,7016
3763,1112
3764,758
3765,16193
3766,10766
3767,6933
3768,7553
3769,1080
3770,8975
3771,1746
3772,6509
3773,731
3774,1142
3775,9878
3776,3118
3777,9057
3778,2590
3779,5470
3780,1401
3781,1030
3782,7287
3783,625
3784,1605
3785,5226
3786,1350
3787,2375
3788,3154
3789,663
3790,2072
3791,2726
3792,944
3793,3877
3794,12048
3795,2209
3796,14558
3797,3384
3798,4750
3799,1074
3800,506
3801,574
3802,2817
3803,5113
3804,15520
3805,499
3806,3321
3807,1999
3808,2368
3809,5718
3810,10518
3811,764
3812,6084
3813,5232
3814,6416
3815,4269
3816,3950
3817,2275
3818,5586
3819,434
3820,470
3821,2475
3822,2723
3823,4437
3824,1984
3825,698
3826,3454
3827,8602
3828,3102
3829,1607
3830,767
3831,4131
3832,1632
3833,4238
3834,1264
3835,2306
3836,505
3837,1181
3838,3850
3839,373
3840,2907
3841,4435
3842,518
3843,6210
3844,4664
3845,2912
3846,14294
3847,2184
3848,579
3849,1586
3850,4496
3851,776
3852,8983
3853,6400
3854,645
3855,1286
3856,7324
3857,7597
3858,4044
3859,1176
3860,1837
3861,9127
3862,858
3863,712
3864,1322
3865,1590
3866,2424
3867,756
3868,15291
3869,958
3870,1001
3871,6078
3872,666
3873,4968
3874,1676
3875,1004
3876,1163
3877,2548
3878,1851
3879,842
3880,4191
3881,3519
3882,614
3883,802
3884,7862
3885,364
3886,4242
3887,7483
3888,787
3889,11663
3890,3992
3891,789
3892,4466
3893,2964
3894,7726
3895,908
3896,11389
3897,14483
3898,1657
3899,14577
3900,552
3901,2794
3902,3603
3903,1592
3904,4439
3905,12829
3906,871
3907,1031
3908,4053
3909,1668
3910,8779
3911,9541
3912,638
3913,2918
3914,3019
3915,702
3916,4798
3917,7378
3918,3473
3919,1437
3920,4295
3921,753
3922,1092
3923,6511
3924,1163
3925,570
3926,3465
3927,4078
3928,2415
3929,1138
3930,3198
3931,673
3932,1813
3933,878
3934,3557
3935,7260
3936,3111
3937,4077
3938,14904
3939,760
3940,900
3941,716
3942,4301
3943,827
3944,704
3945,1652
3946,605
3947,4038
3948,1926
3949,10709
3950,16037
3951,2828
3952,8540
3953,560
3954,583
3955,588
3956,9435
3957,3444
3958,16062
3959,5129
3960,4368
3961,3570
3962,1608
3963,1031
3964,11078
3965,1035
3966,1165
3967,3850
3968,420
3969,895
3970,2352
3971,1985
3972,2682
3973,1692
3974,684
3975,9898
3976,457
3977,812
3978,3632
3979,936
3980,5864
3981,3823
3982,1004
3983,432
3984,6557
3985,1196
3986,2345
3987,1619
3988,878
3989,2765
3990,4378
3991,5167
3992,1125
3993,2025
3994,9371
3995,761
3996,8365
3997,730
3998,4067
3999,1595
4000,1940
4001,8347
4002,1790
4003,854
4004,5290
4005,7040
4006,2804
4007,1053
4008,13119
4009,672
4010,972
4011,1024
4012,9730
4013,13063
4014,918
4015,15788
4016,1259
4017,961
4018,1763
4019,698
4020,1723
4021,2846
4022,4319
4023,1919
4024,453
4025,3188
4026,4710
4027,744
4028,498
4029,918
4030,2275
4031,10940
4032,6112
4033,642
4034,4040
4035,3090
4036,565
4037,3268
4038,2437
4039,5361
4040,5208
4041,957
4042,544
4043,1708
4044,2280
4045,4158
4046,3171
4047,730
4048,827
4049,2650
4050,1428
4051,3435
4052,6512
4053,689
4054,10346
4055,2409
4056,4466
4057,673
4058,2362
4059,1089
4060,5518
4061,734
4062,6036
4063,2822
4064,1656
4065,1976
4066,453
4067,956
4068,4082
4069,4422
4070,558
4071,3493
4072,1257
4073,1717
4074,747
4075,9413
4076,15164
4077,886
4078,3601
4079,1843
4080,1701
4081,1696
4082,5071
4083,4609
4084,1378
4085,6299
4086,1834
4087,7079
4088,2060
4089,12226
4090,4632
4091,5197
4092,788
4093,5154
4094,11971
4095,10080
4096,631
4097,5192
4098,1257
4099,1720
4100,1056
4101,2217
4102,2441
4103,526
4104,8910
4105,4823
4106,605
4107,764
4108,4416
4109,8629
4110,12228
4111,1577
4112,853
4113,12787
4114,727
4115,1116
4116,5643
4117,7392
4118,530
4119,605
4120,952
4121,2843
4122,4580
4123,2269
4124,4965
4125,633
4126,3472
4127,6416
4128,2298
4129,815
4130,3493
4131,2879
4132,4497
4133,17458
4134,2273
4135,5720
4136,11107
4137,4321
4138,3656
4139,2383
4140,13588
4141,540
4142,4011
4143,1029
4144,766
4145,698
4146,3179
4147,1026
4148,3948
4149,13512
4150,3891
4151,5880
4152,10609
4153,1745
4154,1694
4155,579
4156,357
4157,4306
4158,11946
4159,3115
4160,684
4161,17265
4162,368
4163,10709
4164,3536
4165,1326
4166,434
4167,920
4168,9037
4169,9828
4170,3328
4171,6639
4172,5695
4173,559
4174,7744
4175,15433
4176,2558
4177,1397
4178,5622
4179,6261
4180,955
4181,5723
4182,7715
4183,5665
4184,1406
4185,3950
4186,6781
4187,5259
4188,1787
4189,1054
4190,911
4191,716
4192,942
4193,4137
4194,13253
4195,4785
4196,1653
4197,14646
4198,4068
4199,16931
4200,644
4201,13247
4202,814
4203,10130
4204,2901
4205,1431
4206,2606
4207,14773
4208,8714
4209,1787
4210,3679
4211,660
4212,5068
4213,9032
4214,4958
4215,552
4216,4630
4217,16513
4218,645
4219,583
4220,1635
4221,447
4222,9373
4223,585
4224,929
4225,1919
4226,2497
4227,958
4228,1645
4229,6582
4230,821
4231,3801
4232,681
4233,4961
4234,10625
4235,2376
4236,645
4237,4086
4238,3393
4239,4419
4240,4639
4241,895
4242,3095
4243,720
4244,710
4245,15426
4246,6657
4247,4964
4248,3304
4249,3920
4250,5143
4251,4627
4252,10702
4253,1949
4254,1715
4255,2804
4256,6250
4257,1746
4258,3984
4259,4788
4260,4423
4261,766
4262,11009
4263,716
4264,1051
4265,2241
4266,7365
4267,6435
4268,3332
4269,14691
4270,1852
4271,4785
4272,1343
4273,2852
4274,3103
4275,2023
4276,893
4277,2870
4278,642
4279,3679
4280,7292
4281,919
4282,1693
4283,7701
4284,2507
4285,5795
4286,357
4287,11855
4288,15851
4289,11863
4290,1322
4291,8652
4292,1050
4293,11836
4294,702
4295,857
4296,450
4297,11790
4298,13823
4299,4956
4300,5335
4301,880
4302,872
4303,1754
4304,504
4305,1436
4306,491
4307,2826
4308,11925
4309,4875
4310,1915
4311,505
4312,7291
4313,3760
4314,13653
4315,1795
4316,504
4317,5169
4318,1607
4319,4303
4320,764
4321,955
4322,5521
4323,5267
4324,710
4325,2895
4326,6887
4327,4051
4328,7126
4329,844
4330,8173
4331,12005
4332,5588
4333,972
4334,4591
4335,10945
4336,621
4337,1323
4338,1787
4339,16100
4340,694
4341,1008
4342,734
4343,10761
4344,775
4345,393
4346,3354
4347,892
4348,14507
4349,5450
4350,4286
4351,4931
4352,1272
4353,6961
4354,8807
4355,732
4356,1088
4357,2026
4358,12610
4359,6361
4360,648
4361,16189
4362,1292
4363,2398
4364,790
4365,803
4366,4839
4367,1046
4368,2832
4369,5499
4370,5702
4371,970
4372,1080
4373,4829
4374,629
4375,2059
4376,1433
4377,1583
4378,6750
4379,2602
4380,743
4381,9297
4382,4368
4383,827
4384,1026
4385,4042
4386,3583
4387,880
4388,4186
4389,2512
4390,10134
4391,15946
4392,956
4393,586
4394,700
4395,2302
4396,9580
4397,1073
4398,6607
4399,5251
4400,1631
4401,876
4402,698
4403,4540
4404,8463
4405,7481
4406,1915
4407,3360
4408,18507
4409,590
4410,5368
4411,863
4412,608
4413,1289
4414,3429
4415,7356
4416,6328
4417,1033
4418,8347
4419,4788
4420,863
4421,1263
4422,4800
4423,4673
4424,1447
4425,4682
4426,373
4427,3399
4428,10246
4429,4865
4430,4914
4431,1387
4432,9680
4433,5031
4434,6368
4435,4745
4436,956
4437,1972
4438,1657
4439,702
4440,984
4441,1132
4442,11873
4443,718
4444,4147
4445,9641
4446,1974
4447,10644
4448,3842
4449,658
4450,7762
4451,16422
4452,2622
4453,2788
4454,2944
4455,10317
4456,8809
4457,1574
4458,13597
4459,13034
4460,4566
4461,9785
4462,3500
4463,579
4464,683
4465,1693
4466,2022
4467,1401
4468,6050
4469,593
4470,2746
4471,844
4472,4162
4473,860
4474,596
4475,581
4476,504
4477,861
4478,745
4479,18682
4480,12087
4481,705
4482,668
4483,6313
4484,1585
4485,595
4486,1656
4487,9513
4488,419
4489,561
4490,4212
4491,7262
4492,2334
4493,2389
4494,7747
4495,3500
4496,1272
4497,2841
4498,847
4499,1641
4500,1050
4501,2398
4502,854
4503,17153
4504,2803
4505,854
4506,1197
4507,2353
4508,1041
4509,11864
4510,1163
4511,1091
4512,2756
4513,8712
4514,612
4515,1121
4516,1758
4517,778
4518,2994
4519,854
4520,12489
4521,1699
4522,6697
4523,13201
4524,1667
4525,4295
4526,486
4527,2437
4528,688
4529,2141
4530,17451
4531,394
4532,2826
4533,684
4534,601
4535,15992
4536,2795
4537,3556
4538,7238
4539,1389
4540,4959
4541,6209
4542,1421
4543,2125
4544,1641
4545,3498
4546,4513
4547,2148
4548,4742
4549,592
4550,3522
4551,1625
4552,1071
4553,698
4554,6377
4555,11878
4556,666
4557,1052
4558,1834
4559,10528
4560,2282
4561,982
4562,6098
4563,1149
4564,702
4565,2800
4566,1624
4567,665
4568,5426
4569,2295
4570,2579
4571,863
4572,3556
4573,9665
4574,3072
4575,8975
4576,13606
4577,912
4578,1790
4579,4399
4580,490
4581,628
4582,2425
4583,3091
4584,8614
4585,11352
4586,2131
4587,1002
4588,2034
4589,6317
4590,3138
4591,3161
4592,1422
4593,4810
4594,1779
4595,1656
4596,789
4597,3774
4598,5192
4599,706
4600,3353
4601,1381
4602,1815
4603,2821
4604,545
4605,4679
4606,954
4607,1124
4608,2617
4609,4406
4610,3500
4611,1345
4612,7049
4613,1243
4614,676
4615,395
4616,4398
4617,879
4618,10920
4619,11442
4620,671
4621,11419
4622,3616
4623,18701
4624,2192
4625,2147
4626,2230
4627,1012
4628,671
4629,2242
4630,2482
4631,3884
4632,4210
4633,690
4634,6212
4635,1448
4636,16402
4637,1877
4638,9431
4639,936
4640,4791
4641,6989
4642,4592
4643,3746
4644,1845
4645,1357
4646,4586
4647,919
4648,687
4649,898
4650,4712
4651,1074
4652,486
4653,10093
4654,1754
4655,5235
4656,3692
4657,961
4658,6048
4659,1836
4660,5975
4661,1872
4662,3060
4663,1559
4664,4466
4665,4484
4666,2445
4667,2333
4668,10351
4669,561
4670,2480
4671,5871
4672,12677
4673,3261
4674,5231
4675,720
4676,737
4677,13574
4678,989
4679,868
4680,1235
4681,1007
4682,540
4683,3201
4684,1651
4685,2167
4686,6748
