,carat,depth,table,x,y,z,color_le,cut_le,clarity_le
435,0.31,62.0,56.0,4.36,4.39,2.71,2,4,7
436,0.55,61.1,57.0,5.3,5.33,3.24,1,2,7
437,0.33,63.1,56.0,4.4,4.38,2.77,5,4,4
438,0.41,62.6,55.0,4.77,4.75,2.98,2,2,4
439,0.3,61.7,57.0,4.29,4.33,2.66,1,2,2
440,0.4,61.1,56.0,4.76,4.79,2.92,3,2,1
441,1.19,62.7,61.0,6.73,6.66,4.2,4,3,2
442,1.16,61.9,56.0,6.77,6.73,4.18,3,2,3
443,0.62,62.0,54.5,5.46,5.48,3.39,1,2,5
444,0.41,60.9,57.0,4.84,4.79,2.93,3,2,5
445,2.42,58.5,59.0,8.85,8.82,5.17,6,3,3
446,0.7,62.3,56.0,5.66,5.71,3.54,2,4,5
447,0.7,61.9,58.0,5.71,5.67,3.52,0,3,3
448,1.14,62.3,55.0,6.64,6.72,4.18,3,2,7
449,1.04,65.4,60.0,6.39,6.3,4.15,2,0,0
450,0.25,60.7,59.0,4.1,4.07,2.48,2,3,6
451,1.02,61.9,53.0,6.5,6.48,4.02,3,2,5
452,2.01,60.8,61.0,7.99,8.09,4.89,3,1,2
453,0.41,60.4,58.0,4.77,4.84,2.9,3,4,2
454,2.28,61.6,57.0,8.5,8.43,5.21,6,2,2
455,0.38,61.5,56.0,4.67,4.7,2.88,1,2,6
456,0.5,61.3,57.0,5.15,5.13,3.15,1,2,5
457,0.26,61.3,55.0,4.15,4.21,2.56,2,4,2
458,0.3,63.6,55.0,4.26,4.29,2.72,3,1,4
459,0.4,61.7,57.0,4.71,4.73,2.91,5,4,4
460,0.3,62.4,58.0,4.26,4.3,2.67,6,4,4
461,0.99,61.8,57.0,6.37,6.39,3.94,2,4,5
462,0.36,61.6,60.0,4.61,4.54,2.82,2,3,2
463,1.08,61.3,57.0,6.62,6.6,4.05,2,4,2
464,0.3,61.0,57.0,4.33,4.36,2.65,2,4,6
465,0.3,62.2,58.0,4.28,4.31,2.67,0,4,2
466,1.54,59.4,60.0,7.49,7.52,4.46,3,3,3
467,0.9,63.1,56.0,6.14,6.04,3.84,3,4,5
468,1.36,64.3,59.0,6.93,6.85,4.43,3,1,2
469,0.52,62.5,58.0,5.13,5.18,3.22,1,4,5
470,1.54,61.3,55.0,7.39,7.47,4.56,5,2,4
471,0.25,61.9,55.0,4.07,4.1,2.53,3,2,7
472,0.59,59.4,63.0,5.42,5.46,3.23,1,4,5
473,0.3,61.7,61.0,4.28,4.31,2.65,1,4,5
474,0.37,61.9,58.0,4.6,4.54,2.83,2,3,5
475,1.22,61.7,57.0,6.85,6.82,4.22,5,2,2
476,0.72,63.7,58.0,5.71,5.66,3.62,1,1,2
477,0.56,61.9,55.0,5.29,5.31,3.28,0,2,2
478,0.3,60.8,60.0,4.31,4.27,2.61,1,3,7
479,1.0,60.7,59.0,6.38,6.44,3.89,1,4,3
480,0.31,61.7,58.0,4.38,4.34,2.69,2,3,5
481,0.31,62.5,54.0,4.33,4.37,2.72,1,2,6
482,0.74,61.5,55.0,5.85,5.82,3.59,2,2,7
483,0.3,62.5,53.0,4.3,4.27,2.68,3,2,5
484,1.59,61.9,58.0,7.46,7.5,4.63,5,4,3
485,1.51,62.9,59.0,7.31,7.25,4.58,4,3,5
486,1.06,61.7,59.5,6.51,6.53,4.02,4,4,3
487,1.0,59.8,59.0,6.55,6.49,3.9,2,3,2
488,0.58,59.0,61.0,5.45,5.42,3.21,4,3,3
489,0.39,64.3,55.0,4.56,4.64,2.96,2,1,5
490,2.14,60.7,57.0,8.34,8.4,5.08,5,2,3
491,0.4,58.3,59.0,4.9,4.88,2.85,0,3,7
492,0.3,62.1,58.0,4.27,4.3,2.66,3,2,3
493,0.33,62.1,55.0,4.42,4.44,2.75,4,2,6
494,0.3,62.9,56.0,4.22,4.27,2.67,4,4,4
495,0.7,65.2,58.0,5.57,5.49,3.61,3,0,0
496,0.32,61.2,56.0,4.4,4.42,2.7,4,2,1
497,2.05,60.3,59.0,8.25,8.21,4.96,5,3,4
498,0.78,62.2,59.0,5.89,5.94,3.68,2,4,3
499,1.12,62.3,57.0,6.72,6.61,4.15,6,3,2
500,1.68,62.0,55.0,7.59,7.66,4.73,3,2,4
501,0.29,64.7,62.0,4.14,4.11,2.67,0,0,5
502,0.33,63.4,56.0,4.43,4.4,2.8,0,4,3
503,0.74,61.3,55.0,5.82,5.89,3.59,3,2,5
504,1.12,62.8,57.0,6.61,6.64,4.16,1,4,5
505,1.02,59.6,57.0,6.65,6.5,3.92,4,0,3
506,0.57,61.6,57.0,5.35,5.37,3.3,4,2,5
507,1.14,61.4,56.0,6.77,6.69,4.13,0,2,3
508,1.04,61.2,57.0,6.53,6.5,3.99,2,2,7
509,1.68,64.3,60.0,7.48,7.44,4.8,1,1,0
510,0.32,63.5,57.0,4.3,4.33,2.74,5,1,2
511,1.01,60.8,58.0,6.44,6.49,3.93,2,4,5
512,0.51,61.7,56.0,5.12,5.15,3.17,0,2,5
513,0.3,60.0,59.0,4.34,4.32,2.6,3,3,1
514,1.22,61.6,60.0,6.85,6.88,4.23,3,3,4
515,1.01,59.9,61.0,6.49,6.53,3.9,5,2,5
516,1.01,62.3,59.0,6.41,6.37,3.98,5,2,2
517,1.04,63.0,56.0,6.5,6.45,4.08,2,2,4
518,1.5,62.7,58.0,7.3,7.25,4.56,3,3,4
519,0.31,62.7,59.0,4.29,4.32,2.7,6,4,2
520,0.39,63.1,58.0,4.68,4.61,2.93,5,4,4
521,0.35,62.6,58.0,4.49,4.52,2.82,4,4,4
522,2.0,60.5,56.0,8.34,8.22,5.01,4,2,5
523,2.09,63.0,57.0,8.13,8.09,5.11,5,2,3
524,0.41,60.0,61.0,4.77,4.83,2.88,4,4,2
525,0.71,60.7,57.0,5.76,5.8,3.51,5,2,7
526,1.51,62.8,57.0,7.33,7.26,4.58,3,2,5
527,0.32,62.5,60.0,4.29,4.35,2.7,3,4,4
528,0.41,59.8,57.0,4.81,4.86,2.89,3,2,4
529,1.06,58.8,57.0,6.71,6.66,3.93,1,2,2
530,0.9,60.4,59.0,6.27,6.24,3.78,4,3,5
531,0.7,61.8,60.0,5.63,5.69,3.5,3,4,7
532,0.72,62.1,57.0,5.73,5.76,3.57,1,2,5
533,0.51,62.0,58.0,5.08,5.11,3.16,2,4,5
534,1.11,61.3,60.0,6.54,6.6,4.03,0,4,3
535,0.32,61.1,59.8,4.43,4.45,2.71,1,4,4
536,1.6,62.1,60.0,7.51,7.44,4.64,4,3,5
537,1.01,63.1,56.0,6.4,6.34,4.02,3,4,7
538,0.3,60.6,56.0,4.37,4.35,2.64,1,3,2
539,0.4,62.4,56.0,4.73,4.7,2.94,5,2,1
540,0.31,61.3,60.0,4.32,4.36,2.66,4,3,5
541,1.75,62.6,56.0,7.72,7.65,4.81,3,2,5
542,0.4,63.4,54.0,4.73,4.68,2.99,2,2,5
543,0.3,63.0,56.0,4.27,4.3,2.7,3,4,5
544,0.9,60.1,60.0,6.22,6.32,3.77,3,4,3
545,0.32,61.9,58.0,4.38,4.34,2.7,4,3,2
546,0.42,62.8,59.0,4.76,4.8,3.0,1,4,5
547,0.71,60.3,52.0,5.8,5.87,3.52,1,4,7
548,0.4,62.2,55.0,4.72,4.74,2.94,0,2,7
549,0.31,61.6,56.0,4.38,4.35,2.69,2,2,5
550,1.58,61.0,60.0,7.54,7.51,4.59,1,3,3
551,2.4,62.7,57.0,8.6,8.5,5.36,6,2,2
552,0.71,64.0,55.0,5.65,5.67,3.62,3,1,5
553,1.23,61.9,57.0,6.86,6.9,4.26,2,2,5
554,0.57,62.1,59.0,5.29,5.27,3.28,1,4,5
555,0.43,59.0,60.0,4.9,4.96,2.91,1,4,3
556,1.0,64.8,61.0,6.26,6.21,4.04,2,0,4
557,2.04,61.8,60.0,8.11,8.21,5.04,5,4,4
558,0.3,62.0,55.0,4.31,4.34,2.68,3,2,6
559,0.38,62.1,53.9,4.64,4.69,2.9,4,2,7
560,1.51,62.4,56.0,7.29,7.25,4.54,3,2,3
561,0.5,60.0,54.0,5.13,5.2,3.1,2,4,2
562,1.02,62.0,56.0,6.43,6.48,4.0,0,2,7
563,0.56,62.3,56.0,5.33,5.26,3.3,0,2,2
564,1.8,62.3,56.0,7.79,7.76,4.84,4,2,4
565,0.71,59.7,58.0,5.76,5.8,3.45,1,4,2
566,2.04,62.4,57.0,8.04,8.19,5.06,6,4,5
567,1.01,61.6,57.0,6.4,6.32,3.92,3,2,2
568,0.41,62.5,56.0,4.75,4.79,2.98,1,4,5
569,0.44,60.9,57.0,4.89,4.93,2.99,3,4,7
570,1.21,60.2,57.0,7.02,6.94,4.2,3,2,6
571,0.34,60.8,57.0,4.51,4.54,2.75,2,2,5
572,0.5,65.0,58.0,4.96,4.92,3.21,1,0,5
573,0.31,61.4,58.0,4.33,4.36,2.67,1,3,7
574,0.7,62.1,54.6,5.68,5.72,3.54,5,2,5
575,1.42,59.6,66.0,7.31,7.23,4.33,3,0,5
576,0.7,60.4,58.0,5.82,5.77,3.5,4,2,3
577,0.32,60.3,58.0,4.43,4.46,2.68,0,2,7
578,0.71,62.0,56.0,5.71,5.74,3.55,1,2,7
579,2.06,62.6,58.0,8.05,8.08,5.05,6,4,5
580,0.31,57.6,62.0,4.46,4.5,2.58,3,1,5
581,0.7,60.9,57.0,5.73,5.76,3.5,1,2,2
582,0.24,62.5,58.0,3.96,4.01,2.49,1,4,7
583,0.3,60.5,59.0,4.36,4.33,2.63,3,3,6
584,0.31,62.6,53.0,4.37,4.38,2.74,3,2,6
585,0.91,63.4,59.0,6.2,6.14,3.91,3,4,2
586,0.72,62.6,59.0,5.74,5.69,3.58,2,3,2
587,0.35,62.5,57.0,4.5,4.53,2.82,5,2,5
588,0.32,61.9,55.0,4.38,4.41,2.72,1,2,1
589,1.22,60.1,58.0,6.92,7.0,4.18,5,3,5
590,0.28,61.5,56.0,4.21,4.24,2.6,4,4,2
591,1.72,61.4,59.0,7.71,7.64,4.71,4,3,2
592,1.19,61.6,56.0,6.81,6.83,4.2,5,2,4
593,1.0,63.8,60.0,6.31,6.35,4.04,3,1,6
594,0.61,62.2,60.0,5.44,5.4,3.37,1,4,2
595,0.31,63.2,54.0,4.31,4.33,2.73,3,1,2
596,0.33,62.2,59.0,4.47,4.41,2.76,5,3,7
597,1.16,59.9,57.0,6.82,6.8,4.08,1,2,3
598,0.7,61.1,61.0,5.67,5.69,3.47,3,1,7
599,1.15,62.4,56.0,6.71,6.65,4.17,4,2,5
600,0.25,61.4,57.0,4.05,4.08,2.49,4,2,1
601,1.12,60.7,61.0,6.71,6.64,4.05,6,3,3
602,1.2,63.1,61.0,6.65,6.58,4.18,5,4,2
603,0.44,62.2,60.0,4.86,4.79,3.0,1,3,2
604,2.28,62.9,57.0,8.41,8.34,5.27,5,2,3
605,0.7,63.2,58.0,5.58,5.62,3.54,2,1,6
606,0.46,62.6,58.0,4.91,4.96,3.09,1,4,5
607,0.31,62.2,56.0,4.34,4.31,2.69,2,2,1
608,1.02,63.8,59.0,6.34,6.27,4.02,3,1,5
609,0.34,59.8,61.0,4.53,4.5,2.7,0,3,2
610,0.41,62.6,57.0,4.74,4.78,2.98,5,2,1
611,1.16,61.8,58.0,6.81,6.75,4.19,4,3,3
612,0.3,63.7,56.0,4.2,4.22,2.68,4,1,2
613,1.5,62.3,58.0,7.27,7.33,4.55,3,3,2
614,0.43,61.9,55.5,4.81,4.84,2.99,6,2,4
615,0.7,59.8,57.0,5.79,5.74,3.45,0,3,2
616,1.42,61.9,57.0,7.23,7.15,4.45,5,2,2
617,0.51,60.9,56.0,5.19,5.16,3.15,0,2,5
618,1.1,61.6,56.0,6.66,6.61,4.09,4,3,2
619,0.6,60.9,61.0,5.43,5.4,3.3,0,3,5
620,1.5,61.3,58.0,7.36,7.31,4.5,2,3,5
621,0.7,61.1,59.0,5.68,5.78,3.5,2,4,2
622,0.9,62.6,62.0,6.06,6.01,3.78,2,3,3
623,0.9,59.8,61.0,6.18,6.22,3.71,2,1,5
624,1.56,58.2,59.0,7.65,7.7,4.47,5,4,4
625,0.3,62.5,57.0,4.32,4.29,2.69,3,2,4
626,0.41,62.3,56.0,4.73,4.77,2.96,5,2,7
627,1.63,61.3,56.0,7.6,7.57,4.65,4,2,5
628,0.4,61.8,55.0,4.76,4.79,2.95,6,2,7
629,2.11,62.2,55.0,8.2,8.26,5.12,5,2,5
630,0.93,62.2,58.0,6.25,6.22,3.88,3,2,1
631,1.0,59.5,62.0,6.52,6.49,3.87,0,3,3
632,0.9,61.4,57.0,6.19,6.16,3.79,1,3,5
633,0.47,64.0,62.0,4.9,4.97,3.16,1,1,6
634,0.41,61.4,56.0,4.81,4.83,2.96,3,2,2
635,0.3,60.4,56.0,4.32,4.36,2.62,4,2,7
636,1.5,61.7,56.0,7.23,7.33,4.49,6,1,5
637,0.41,62.3,54.0,4.75,4.79,2.97,2,4,6
638,0.38,61.6,56.0,4.67,4.72,2.89,4,2,7
639,1.29,60.4,58.0,7.12,7.03,4.27,5,3,5
640,0.77,62.4,59.0,5.85,5.81,3.64,2,3,5
641,0.5,62.1,62.0,5.1,5.08,3.16,1,3,5
642,0.32,61.8,55.0,4.41,4.43,2.73,3,2,5
643,1.01,61.7,56.0,6.41,6.45,3.97,1,4,5
644,1.71,61.4,57.0,7.63,7.74,4.72,4,2,2
645,0.39,60.5,56.0,4.77,4.79,2.89,3,2,2
646,0.54,59.9,57.0,5.38,5.3,3.2,0,4,4
647,1.2,62.5,57.0,6.72,6.79,4.22,6,4,5
648,0.52,60.9,55.0,5.22,5.16,3.16,3,2,4
649,0.39,61.0,55.0,4.75,4.82,2.92,3,2,2
650,1.01,61.8,56.0,6.45,6.42,3.98,3,2,5
651,1.3,60.7,59.0,7.06,7.0,4.27,4,3,3
652,0.56,61.5,60.0,5.3,5.27,3.25,1,3,2
653,1.28,62.1,56.0,6.93,6.96,4.31,3,2,6
654,1.2,61.6,61.0,6.81,6.77,4.18,4,4,2
655,0.53,63.0,57.0,5.16,5.13,3.24,1,2,3
656,0.3,61.6,58.0,4.35,4.28,2.66,2,3,7
657,2.0,59.8,55.0,8.28,8.18,4.92,5,2,3
658,1.3,62.9,60.0,6.95,6.88,4.35,4,3,2
659,1.01,63.7,58.0,6.36,6.32,4.04,1,1,3
660,0.6,58.1,63.0,5.53,5.63,3.24,1,1,4
661,0.71,61.5,57.0,5.76,5.69,3.52,4,3,3
662,1.01,61.8,60.0,6.41,6.37,3.95,0,3,3
663,0.57,60.9,57.0,5.43,5.37,3.29,0,3,4
664,1.21,60.4,59.0,6.88,6.97,4.18,4,4,4
665,0.9,59.8,64.0,6.14,6.21,3.69,1,1,2
666,0.9,61.2,57.0,6.28,6.24,3.83,4,2,4
667,1.0,57.9,62.0,6.55,6.58,3.8,2,1,2
668,0.41,62.4,58.0,4.75,4.77,2.97,1,3,2
669,0.38,60.9,61.0,4.66,4.73,2.86,6,4,1
670,1.01,59.3,62.0,6.51,6.58,3.88,3,1,3
671,2.57,63.0,58.0,8.77,8.65,5.49,6,3,2
672,0.43,58.3,62.0,4.91,4.97,2.88,2,4,3
673,1.07,60.0,59.0,6.6,6.56,3.95,4,3,3
674,0.42,62.1,59.0,4.78,4.82,2.98,0,3,3
675,1.21,62.9,57.0,6.75,6.8,4.26,4,4,5
676,0.7,62.2,59.0,5.73,5.69,3.55,2,3,2
677,0.9,62.4,57.0,6.19,6.14,3.85,1,3,2
678,1.25,62.0,59.0,6.88,6.84,4.25,4,3,4
679,1.2,60.2,60.0,6.91,6.82,4.13,2,3,5
680,0.29,62.4,58.0,4.23,4.2,2.63,5,3,5
681,1.0,60.9,60.0,6.51,6.41,3.91,3,3,4
682,1.2,62.2,57.0,6.75,6.78,4.21,3,4,5
683,2.0,61.2,50.0,8.17,8.08,4.97,4,0,2
684,0.53,59.2,58.0,5.29,5.31,3.14,2,4,5
685,0.31,62.0,56.0,4.36,4.39,2.71,4,2,1
686,0.65,62.1,54.0,5.56,5.59,3.46,6,2,2
687,2.1,61.3,58.0,8.29,8.24,5.07,6,3,6
688,1.2,62.5,57.0,6.81,6.73,4.23,4,2,4
689,0.73,61.5,58.0,5.79,5.75,3.55,3,3,4
690,1.56,60.7,59.0,7.45,7.55,4.55,2,4,2
691,1.54,62.2,59.0,7.41,7.37,4.6,3,3,7
692,1.27,62.2,59.0,6.92,6.87,4.29,5,3,4
693,1.02,64.6,59.0,6.31,6.26,4.06,2,0,6
694,0.7,61.0,55.0,5.77,5.73,3.51,2,2,4
695,0.31,63.0,55.0,4.32,4.34,2.73,0,4,2
696,0.92,60.9,59.0,6.25,6.27,3.81,1,3,2
697,0.52,61.8,57.0,5.14,5.18,3.19,1,2,3
698,0.34,60.0,59.0,4.59,4.55,2.74,2,3,4
699,0.43,60.6,61.0,4.96,4.98,3.01,1,1,2
700,0.42,62.0,59.0,4.76,4.79,2.96,4,4,2
701,0.7,67.4,58.0,5.34,5.37,3.61,6,0,5
702,1.01,62.5,54.0,6.43,6.46,4.03,2,2,4
703,1.01,59.2,58.0,6.5,6.47,0.0,2,3,3
704,1.3,62.0,55.0,6.98,7.02,4.34,3,2,4
705,0.71,62.2,56.0,5.74,5.71,3.56,2,2,5
706,0.52,61.5,62.0,5.17,5.14,3.17,3,3,7
707,1.51,64.1,62.0,7.21,7.15,4.6,0,1,2
708,0.4,61.7,56.0,4.72,4.74,2.92,0,2,5
709,1.0,62.5,62.0,6.42,6.35,3.99,3,3,0
710,0.38,62.1,53.8,4.66,4.67,2.9,2,2,5
711,0.73,62.6,60.0,5.68,5.75,3.58,1,3,4
712,1.51,63.3,56.0,7.3,7.26,4.61,1,4,5
713,1.02,62.3,54.0,6.48,6.39,4.01,4,2,5
714,0.72,60.9,55.0,5.77,5.89,3.55,0,2,5
715,1.16,61.8,58.0,6.72,6.78,4.17,0,4,2
716,1.04,62.0,55.0,6.48,6.51,4.03,1,2,3
717,1.11,61.2,59.0,6.74,6.66,4.1,3,3,3
718,1.51,63.1,56.0,7.33,7.29,4.61,3,4,5
719,0.57,61.3,56.0,5.4,5.37,3.3,2,2,6
720,0.27,63.9,57.0,4.07,4.1,2.61,1,1,6
721,0.42,62.0,55.0,4.81,4.84,2.99,0,2,7
722,0.34,62.1,55.0,4.51,4.47,2.79,1,2,2
723,0.91,60.2,57.0,6.31,6.34,3.81,6,2,7
724,0.7,63.9,59.0,5.56,5.61,3.57,2,4,5
725,0.37,60.7,55.0,4.66,4.7,2.84,3,2,7
726,0.82,60.9,57.0,6.06,6.02,3.68,2,2,3
727,0.41,62.6,54.0,4.78,4.74,2.98,3,2,2
728,0.41,61.9,60.0,4.76,4.7,2.93,3,3,4
729,1.01,62.9,60.0,6.33,6.43,4.01,1,4,4
730,2.01,61.3,60.0,8.09,8.05,4.95,5,3,2
731,1.29,64.2,54.0,6.93,6.83,4.42,5,1,0
732,0.42,62.1,56.0,4.79,4.84,2.99,3,2,5
733,1.01,62.0,59.0,6.38,6.42,3.97,1,3,4
734,0.5,63.8,57.0,4.98,5.02,3.19,3,1,3
735,1.02,63.5,55.0,6.3,6.37,4.02,1,4,2
736,1.0,62.3,56.0,6.43,6.38,3.99,6,2,4
737,0.51,63.0,59.0,5.05,5.08,3.19,1,4,5
738,0.63,61.5,56.0,5.48,5.52,3.38,2,2,7
739,0.33,61.4,56.0,4.45,4.48,2.74,5,2,5
740,0.76,59.4,57.0,5.99,6.03,3.57,3,2,4
741,0.74,60.6,60.0,5.88,5.84,3.55,0,3,2
742,1.37,62.3,54.0,7.11,7.15,4.43,3,2,1
743,1.01,64.7,59.0,6.23,6.11,3.99,1,0,2
744,1.08,62.6,58.0,6.53,6.56,4.1,4,3,2
745,0.5,62.8,57.0,5.04,5.12,3.19,1,4,5
746,0.57,58.9,59.0,5.41,5.35,3.17,1,3,2
747,1.51,62.5,58.0,7.36,7.21,4.55,2,3,5
748,1.03,60.8,57.0,6.55,6.51,3.97,3,3,0
749,0.32,62.4,56.0,4.36,4.39,2.73,3,2,6
750,0.54,61.3,56.0,5.22,5.26,3.21,0,2,5
751,0.31,61.0,56.0,4.41,4.38,2.68,1,2,5
752,0.33,60.9,54.0,4.47,4.53,2.74,6,4,1
753,0.74,60.7,55.0,5.84,5.88,3.56,5,2,4
754,1.5,62.0,62.0,7.31,7.25,4.51,3,3,3
755,0.91,58.6,63.0,6.32,6.38,3.72,1,4,3
756,0.4,61.5,56.0,4.73,4.77,2.92,2,2,6
757,1.03,63.1,58.0,6.41,6.37,4.03,3,4,3
758,0.33,61.7,54.0,4.47,4.45,2.75,4,2,4
759,1.16,60.7,56.0,6.77,6.83,4.13,3,4,6
760,1.19,60.2,57.0,6.84,6.87,4.13,1,2,3
761,0.72,61.2,57.0,5.73,5.78,3.53,1,4,6
762,0.32,63.9,55.0,4.36,4.34,2.78,5,1,2
763,0.75,62.2,55.0,5.83,5.87,3.64,0,2,3
764,0.33,61.9,58.0,4.43,4.45,2.75,4,3,4
765,0.41,63.5,54.0,4.7,4.75,3.0,6,1,1
766,0.38,59.2,58.0,4.76,4.8,2.83,2,3,6
767,0.5,62.8,57.0,4.99,5.04,3.15,3,4,7
768,1.53,62.1,61.0,7.28,7.3,4.53,3,4,3
769,0.9,63.3,56.0,6.13,6.1,3.87,6,4,5
770,0.3,61.5,60.0,4.29,4.26,2.63,2,3,5
771,1.5,61.0,57.0,7.38,7.41,4.51,3,2,2
772,0.36,62.4,55.0,4.59,4.61,2.87,1,2,4
773,0.63,62.3,55.0,5.5,5.54,3.44,3,4,7
774,1.02,62.6,59.0,6.43,6.39,4.01,3,3,5
775,0.71,61.4,56.0,5.73,5.76,3.53,5,2,6
776,0.7,60.2,57.0,5.78,5.84,3.5,3,2,1
777,0.42,61.6,56.0,4.82,4.85,2.98,1,2,6
778,2.01,62.9,59.0,8.03,7.94,5.02,5,3,4
779,0.5,62.3,58.0,5.02,5.06,3.14,2,3,5
780,1.2,61.8,59.0,6.77,6.8,4.19,3,2,2
781,0.23,62.3,56.0,3.95,4.01,2.48,2,2,7
782,0.72,62.3,56.0,5.73,5.77,3.58,4,2,4
783,0.71,64.4,58.0,5.59,5.56,3.59,3,0,3
784,0.3,62.9,56.0,4.31,4.28,2.7,4,3,2
785,0.4,60.7,55.0,4.81,4.84,2.93,3,4,6
786,0.4,61.4,58.0,4.77,4.81,2.94,1,4,2
787,0.25,61.8,58.0,4.05,4.07,2.51,2,4,7
788,0.65,59.3,56.0,5.64,5.76,3.37,2,4,4
789,0.74,61.2,59.0,5.84,5.79,3.56,3,3,6
790,1.25,62.6,56.0,6.83,6.91,4.3,1,2,6
791,0.41,62.6,55.0,4.73,4.76,2.97,2,2,7
792,0.52,62.6,59.0,5.11,5.08,3.19,3,3,4
793,0.3,62.5,58.0,4.25,4.29,2.67,5,2,2
794,0.41,61.7,54.0,4.78,4.81,2.96,3,2,5
795,1.11,62.3,55.0,6.7,6.65,4.16,4,2,2
796,0.27,61.5,58.0,4.22,4.17,2.58,1,3,4
797,0.9,59.4,62.0,6.19,6.24,3.69,0,4,2
798,0.33,60.3,58.0,4.49,4.47,2.7,1,3,7
799,0.54,62.0,57.0,5.25,5.2,3.24,4,3,6
800,0.71,61.1,56.0,5.75,5.77,3.52,3,2,3
801,0.51,63.0,56.0,5.14,5.12,3.23,1,2,3
802,0.23,64.1,58.0,3.85,3.89,2.48,1,4,7
803,2.0,63.8,59.0,7.93,7.88,5.04,4,1,3
804,1.18,61.7,63.0,6.67,6.72,4.13,0,1,3
805,2.02,61.0,62.0,8.1,8.14,4.95,5,1,3
806,1.27,62.5,56.0,6.99,6.93,4.35,2,4,6
807,1.53,60.3,57.0,7.45,7.52,4.51,2,2,2
808,0.38,61.9,59.0,4.66,4.61,2.87,2,3,5
809,0.27,58.6,57.0,4.3,4.33,2.53,1,4,5
810,0.31,57.5,62.0,4.47,4.54,2.59,3,1,6
811,1.02,62.3,56.0,6.49,6.45,4.03,0,2,2
812,1.26,59.5,57.0,7.03,7.15,4.22,1,4,5
813,1.01,63.6,54.0,6.38,6.32,4.04,1,1,4
814,0.31,62.0,55.0,4.34,4.37,2.7,2,2,6
815,1.09,61.1,57.0,6.71,6.62,4.07,4,2,2
816,1.14,62.5,56.0,6.69,6.66,4.17,3,2,4
817,0.9,60.8,59.0,6.19,6.24,3.78,1,3,2
818,0.9,57.1,56.0,6.33,6.28,3.6,4,1,2
819,0.5,62.7,61.0,5.07,5.01,3.16,2,3,2
820,1.08,60.4,57.0,6.63,6.68,4.02,4,2,3
821,1.21,62.7,55.0,6.84,6.79,4.27,6,2,2
822,0.73,61.4,57.0,5.76,5.8,3.55,0,2,2
823,1.04,61.6,59.0,6.53,6.49,4.01,2,3,7
824,0.51,61.1,58.0,5.19,5.16,3.16,2,3,5
825,0.65,61.0,55.0,5.65,5.73,3.47,5,4,1
826,0.72,62.2,59.9,5.67,5.69,3.53,6,4,4
827,0.71,61.1,62.0,5.76,5.72,3.51,2,3,2
828,1.14,61.8,55.0,6.71,6.76,4.16,3,2,4
829,0.39,58.4,62.0,4.76,4.79,2.79,2,4,5
830,0.32,60.1,61.0,4.44,4.41,2.66,3,3,5
831,1.0,61.9,58.0,6.41,6.49,3.99,2,4,5
832,0.4,62.2,55.0,4.7,4.75,2.94,4,2,6
833,1.02,63.3,58.0,6.42,6.38,4.05,3,4,4
834,0.3,63.3,55.0,4.28,4.31,2.72,0,1,2
835,0.74,62.3,55.0,5.77,5.81,3.61,5,2,7
836,0.35,60.6,56.0,4.57,4.54,2.76,0,2,5
837,0.73,58.6,66.0,5.92,5.88,3.46,2,0,4
838,0.56,61.1,56.0,5.41,5.3,3.27,2,3,6
839,1.53,61.0,55.0,7.44,7.5,4.55,1,2,3
840,0.7,63.2,56.0,5.61,5.56,3.53,3,4,4
841,0.34,63.3,56.0,4.46,4.45,2.82,4,4,2
842,0.33,61.3,57.0,4.42,4.46,2.72,3,2,1
843,1.01,60.0,59.0,6.47,6.41,3.86,2,3,3
844,0.97,57.2,60.0,6.59,6.36,3.72,3,0,0
845,0.73,59.7,60.0,5.83,5.9,3.5,2,4,2
846,0.52,60.6,58.0,5.23,5.2,3.16,1,3,5
847,0.75,62.9,57.0,5.79,5.84,3.66,1,4,2
848,0.92,62.2,56.0,6.2,6.24,3.87,1,2,3
849,1.24,63.1,60.0,6.79,6.74,4.27,6,4,3
850,1.51,58.0,65.0,7.58,7.62,4.41,2,4,7
851,1.26,61.7,56.0,6.95,6.89,4.27,4,2,5
852,0.52,62.0,57.0,5.15,5.17,3.2,0,2,6
853,1.55,61.1,56.0,7.45,7.48,4.56,0,2,3
854,2.42,61.3,59.0,8.61,8.58,5.27,6,3,5
855,1.02,62.8,58.0,6.45,6.39,4.03,1,3,2
856,1.21,63.7,59.0,6.59,6.67,4.22,3,1,5
857,1.5,62.6,64.0,7.25,7.19,4.52,2,1,3
858,0.71,62.1,59.0,5.73,5.68,3.55,4,2,5
859,0.32,61.9,54.0,4.4,4.42,2.73,3,2,1
860,0.31,64.0,54.0,4.31,4.29,2.75,4,1,2
861,1.18,61.9,54.0,6.77,6.84,4.21,5,2,3
862,0.66,61.8,55.0,5.6,5.66,3.48,1,4,6
863,0.3,62.3,55.0,4.31,4.32,2.69,1,2,6
864,0.4,61.7,57.0,4.7,4.73,2.91,3,2,1
865,0.52,61.0,57.0,5.18,5.2,3.17,3,2,6
866,0.31,62.0,57.0,4.38,4.33,2.7,4,2,5
867,1.6,61.1,57.0,7.55,7.5,4.6,4,4,3
868,1.07,62.3,56.0,6.51,6.61,4.09,1,2,7
869,0.71,62.0,58.0,5.65,5.7,3.52,5,3,6
870,1.04,63.8,56.0,6.36,6.32,4.05,6,1,3
